order_id,order_date,customer_name,product_name,category,quantity,unit_price,total_amount,warehouse,region,payment_status,order_status,dispatch_date,delivery_date
203,2025-02-02,Customer_137,Shampoo,Personal Care,18,250,4500.0,WH-A,Sylhet,,Pending,2025-02-05,2025-02-10
204,2025-02-13,Customer_231,Lotion,Beauty,19,180,3420.0,WH-C,Khulna,Failed,Delivered,2025-02-18,2025-02-24
205,2025-01-12,Customer_167,Ice Cream,Foods,1,120,120.0,WH-A,Sylhet,Pending,Delivered,2025-01-17,2025-01-20
206,2025-06-14,Customer_63,Detergent,Home Care,18,250,4500.0,WH-C,Rajshahi,Pending,Dispatched,2025-06-17,2025-06-21
207,2025-04-23,Customer_119,Soap,Personal Care,2,180,360.0,WH-A,Khulna,Failed,Pending,2025-04-27,2025-05-01
208,2025-04-13,Customer_95,Toothpaste,Personal Care,11,250,2750.0,WH-C,Sylhet,Paid,Cancelled,2025-04-15,2025-04-22
209,2025-03-10,Customer_37,Shampoo,Personal Care,15,120,1800.0,WH-A,Dhaka,Pending,Dispatched,2025-03-14,2025-03-16
210,2025-03-05,Customer_84,Ice Cream,Foods,20,350,7000.0,WH-C,Khulna,Paid,Pending,2025-03-07,2025-03-14
211,2025-05-08,Customer_6,Detergent,Home Care,17,350,5950.0,WH-A,Rajshahi,Failed,Dispatched,2025-05-11,2025-05-15
212,2025-04-01,Customer_73,Shampoo,Personal Care,7,500,3500.0,WH-B,Sylhet,Failed,Dispatched,2025-04-02,2025-04-03
213,2025-01-28,Customer_226,Toothpaste,Personal Care,18,120,2160.0,WH-B,Khulna,Pending,Cancelled,2025-02-01,2025-02-03
214,2025-05-26,Customer_93,Soap,Personal Care,13,120,1560.0,WH-C,Khulna,Paid,Dispatched,2025-05-31,2025-06-02
215,2025-03-13,Customer_157,Lotion,Beauty,15,500,7500.0,WH-A,Chattogram,Paid,Dispatched,2025-03-18,2025-03-24
216,2025-04-04,Customer_155,Toothpaste,Personal Care,11,500,5500.0,WH-C,Rajshahi,Failed,Delivered,2025-04-06,2025-04-08
217,2025-03-27,Customer_117,Soap,Personal Care,2,180,360.0,WH-A,Sylhet,Failed,Pending,2025-03-31,2025-04-05
218,2025-02-11,Customer_190,Toothpaste,Personal Care,20,250,5000.0,WH-B,Sylhet,Pending,Dispatched,2025-02-15,2025-02-20
219,2025-05-02,Customer_85,Tea,Foods,19,250,4750.0,WH-C,Dhaka,Pending,Cancelled,2025-05-03,2025-05-06
220,2025-05-02,Customer_201,Ice Cream,Foods,1,500,500.0,WH-C,Sylhet,Paid,Delivered,2025-05-05,2025-05-11
221,2025-05-15,Customer_216,Lotion,Beauty,16,180,2880.0,WH-B,Chattogram,Failed,Pending,2025-05-20,2025-05-27
222,2025-02-18,Customer_81,Soap,Personal Care,19,120,2280.0,WH-B,Chattogram,Pending,Pending,2025-02-19,2025-02-23
223,2025-05-01,Customer_36,Detergent,Home Care,17,500,8500.0,WH-C,Chattogram,Failed,Cancelled,2025-05-02,2025-05-08
224,2025-04-07,Customer_118,Tea,Foods,16,500,8000.0,WH-C,Khulna,Failed,Cancelled,2025-04-10,2025-04-12
225,2025-05-04,Customer_72,Tea,Foods,9,500,4500.0,WH-C,Khulna,Paid,Cancelled,2025-05-06,2025-05-08
226,2025-06-26,Customer_123,Ice Cream,Foods,10,180,1800.0,WH-B,Sylhet,Failed,Cancelled,2025-06-30,2025-07-03
227,2025-06-23,Customer_230,Toothpaste,Personal Care,4,500,2000.0,WH-B,Khulna,,Cancelled,2025-06-28,2025-07-02
228,2025-03-30,Customer_66,Soap,Personal Care,10,120,1200.0,WH-C,Rajshahi,Paid,Pending,2025-04-03,2025-04-09
229,2025-05-24,Customer_28,Ice Cream,Foods,18,250,4500.0,WH-C,Sylhet,Paid,Pending,2025-05-27,2025-05-29
230,2025-06-13,Customer_26,Soap,Personal Care,17,180,3060.0,WH-B,Khulna,Failed,Dispatched,2025-06-15,2025-06-16
231,2025-05-21,Customer_168,Soap,Personal Care,5,120,600.0,WH-B,Rajshahi,Failed,Pending,2025-05-23,2025-05-27
232,2025-03-15,Customer_23,Ice Cream,Foods,10,250,2500.0,WH-C,Sylhet,Paid,Delivered,2025-03-16,2025-03-23
233,2025-01-10,Customer_127,Shampoo,Personal Care,14,180,2520.0,WH-A,Khulna,Paid,Delivered,2025-01-14,2025-01-21
234,2025-01-28,Customer_117,Toothpaste,Personal Care,19,500,9500.0,WH-C,Sylhet,Failed,Dispatched,2025-01-31,2025-02-03
235,2025-03-11,Customer_29,Shampoo,Personal Care,17,350,5950.0,WH-B,Chattogram,Failed,Dispatched,2025-03-13,2025-03-20
236,2025-01-04,Customer_76,Tea,Foods,9,180,1620.0,WH-C,Chattogram,Paid,Dispatched,2025-01-07,2025-01-14
237,2025-03-25,Customer_172,Ice Cream,Foods,14,500,7000.0,WH-A,Chattogram,Paid,Dispatched,2025-03-26,2025-03-30
238,2025-03-08,Customer_115,Toothpaste,Personal Care,8,120,960.0,WH-B,Khulna,Pending,Delivered,2025-03-12,2025-03-14
239,2025-01-16,Customer_79,Toothpaste,Personal Care,12,180,2160.0,WH-A,Rajshahi,Failed,Cancelled,2025-01-17,2025-01-21
240,2025-04-05,Customer_57,Tea,Foods,4,250,1000.0,WH-A,Rajshahi,Paid,Dispatched,2025-04-10,2025-04-12
241,2025-04-17,Customer_194,Tea,Foods,20,250,5000.0,WH-C,Chattogram,Paid,Delivered,2025-04-22,2025-04-26
242,2025-06-30,Customer_235,Lotion,Beauty,15,500,7500.0,WH-C,Dhaka,Paid,Pending,2025-07-03,2025-07-04
243,2025-02-12,Customer_134,Lotion,Beauty,18,180,3240.0,WH-B,Dhaka,Failed,Pending,2025-02-15,2025-02-22
244,2025-01-24,Customer_208,Tea,Foods,19,350,6650.0,WH-A,Rajshahi,Paid,Dispatched,2025-01-29,2025-02-02
245,2025-05-24,Customer_207,Detergent,Home Care,19,120,2280.0,WH-B,Dhaka,Pending,Cancelled,2025-05-28,2025-06-03
246,2025-05-29,Customer_109,Ice Cream,Foods,1,180,180.0,WH-B,Dhaka,Failed,Delivered,2025-05-30,2025-05-31
247,2025-03-15,,Soap,Personal Care,16,120,1920.0,WH-A,Rajshahi,Pending,Dispatched,,2025-03-21
248,2025-01-21,Customer_168,Detergent,Home Care,13,350,4550.0,WH-B,Dhaka,Paid,Dispatched,2025-01-26,2025-01-28
249,2025-01-01,Customer_119,Lotion,Beauty,5,180,900.0,WH-C,Sylhet,Pending,Dispatched,2025-01-02,2025-01-05
250,2025-04-28,Customer_71,Ice Cream,Foods,8,180,1440.0,,Dhaka,Paid,Dispatched,2025-05-01,2025-05-03
251,2025-02-22,Customer_153,Lotion,Beauty,1,180,180.0,WH-A,Rajshahi,Failed,Delivered,2025-02-23,2025-02-24
252,2025-04-23,Customer_56,Shampoo,Personal Care,2,350,700.0,WH-A,Chattogram,Failed,Cancelled,2025-04-25,2025-04-30
253,2025-05-28,Customer_173,Shampoo,Personal Care,19,250,4750.0,WH-B,Chattogram,Pending,Pending,2025-06-02,2025-06-09
254,2025-04-16,Customer_16,Tea,Foods,17,180,3060.0,WH-C,Sylhet,Failed,Pending,2025-04-19,2025-04-22
255,2025-05-07,Customer_242,Tea,Foods,14,500,7000.0,WH-C,Rajshahi,Failed,Cancelled,2025-05-08,2025-05-11
256,2025-02-08,Customer_48,Tea,Foods,14,350,4900.0,,Rajshahi,Paid,Pending,2025-02-11,2025-02-15
257,2025-01-15,Customer_248,Toothpaste,Personal Care,5,350,1750.0,WH-B,Sylhet,Failed,Pending,2025-01-20,2025-01-24
258,2025-02-22,Customer_21,Detergent,Home Care,8,250,2000.0,WH-B,Khulna,Paid,Pending,2025-02-25,2025-03-03
259,2025-06-22,Customer_11,Soap,Personal Care,9,350,3150.0,WH-A,Chattogram,Failed,Pending,2025-06-27,2025-07-02
260,2025-03-19,Customer_240,Detergent,Home Care,7,250,1750.0,WH-A,Dhaka,Failed,Dispatched,2025-03-20,2025-03-22
261,2025-04-12,Customer_83,Shampoo,Personal Care,20,180,3600.0,WH-B,Rajshahi,Pending,Cancelled,2025-04-14,2025-04-19
262,2025-05-12,Customer_26,Toothpaste,Personal Care,9,250,2250.0,WH-C,Rajshahi,Pending,Pending,2025-05-16,2025-05-20
263,2025-01-12,Customer_57,Toothpaste,Personal Care,11,350,3850.0,WH-C,Chattogram,Paid,Cancelled,2025-01-17,2025-01-24
264,2025-04-17,Customer_51,Lotion,Beauty,19,500,9500.0,WH-B,Chattogram,Pending,Pending,2025-04-20,2025-04-22
265,2025-03-07,,Detergent,Home Care,18,250,4500.0,WH-C,Rajshahi,Pending,Pending,,2025-03-17
266,2025-02-05,Customer_48,Tea,Foods,12,180,2160.0,WH-C,Dhaka,Failed,Delivered,2025-02-10,2025-02-14
267,2025-01-02,Customer_216,Ice Cream,Foods,3,120,360.0,WH-C,Chattogram,Paid,Pending,2025-01-06,2025-01-08
268,2025-04-27,Customer_159,Soap,Personal Care,7,500,3500.0,WH-C,Sylhet,Pending,Dispatched,2025-04-30,2025-05-01
269,2025-05-22,Customer_5,Soap,Personal Care,1,500,500.0,WH-C,Khulna,Failed,Cancelled,2025-05-26,2025-05-27
270,2025-02-15,Customer_135,Soap,Personal Care,17,350,5950.0,WH-A,Chattogram,Paid,Cancelled,2025-02-16,2025-02-17
271,2025-04-12,Customer_246,Ice Cream,Foods,12,250,3000.0,WH-B,Rajshahi,Failed,Pending,2025-04-13,2025-04-16
272,2025-06-25,Customer_220,Tea,Foods,8,250,2000.0,WH-C,Dhaka,Paid,Dispatched,2025-06-26,2025-07-02
273,2025-05-02,Customer_3,Detergent,Home Care,13,500,6500.0,WH-C,Chattogram,Paid,Dispatched,2025-05-03,2025-05-09
274,2025-05-25,Customer_236,Ice Cream,Foods,14,250,3500.0,WH-A,Chattogram,Paid,Dispatched,2025-05-26,2025-05-31
275,2025-06-25,Customer_145,Toothpaste,Personal Care,2,120,240.0,WH-C,Dhaka,Paid,Cancelled,2025-06-28,2025-07-03
276,2025-02-06,Customer_77,Soap,Personal Care,7,500,3500.0,WH-A,Sylhet,Paid,Dispatched,2025-02-10,2025-02-11
277,2025-04-09,Customer_177,Tea,Foods,18,250,4500.0,WH-C,Dhaka,Failed,Cancelled,2025-04-11,2025-04-18
278,2025-03-01,,Soap,Personal Care,4,350,1400.0,WH-C,Sylhet,Pending,Cancelled,,2025-03-05
279,2025-05-06,Customer_142,Soap,Personal Care,9,350,3150.0,WH-B,Rajshahi,Paid,Dispatched,2025-05-08,2025-05-11
280,2025-03-05,Customer_69,Soap,Personal Care,20,250,5000.0,WH-A,Rajshahi,Failed,Pending,2025-03-06,2025-03-07
281,2025-04-03,Customer_2,Tea,Foods,13,250,3250.0,WH-B,Rajshahi,Pending,Cancelled,2025-04-04,2025-04-05
282,2025-02-17,Customer_143,Soap,Personal Care,5,120,600.0,WH-C,Sylhet,Pending,Delivered,2025-02-21,2025-02-25
283,2025-05-22,Customer_154,Soap,Personal Care,3,250,750.0,WH-B,Rajshahi,Paid,Cancelled,2025-05-23,2025-05-28
284,2025-05-24,Customer_134,Detergent,Home Care,13,120,1560.0,WH-A,Rajshahi,Paid,Pending,2025-05-26,2025-05-31
285,2025-05-07,Customer_43,Toothpaste,Personal Care,10,250,2500.0,WH-B,Khulna,Pending,Cancelled,2025-05-09,2025-05-10
286,2025-03-06,Customer_161,Detergent,Home Care,3,250,750.0,WH-B,Sylhet,Failed,Pending,2025-03-08,2025-03-14
287,2025-03-19,Customer_86,Detergent,Home Care,4,180,720.0,WH-C,Rajshahi,Pending,Dispatched,2025-03-20,2025-03-24
288,2025-02-04,Customer_155,Toothpaste,Personal Care,14,500,7000.0,WH-C,Chattogram,Pending,Cancelled,2025-02-07,2025-02-10
289,2025-03-16,Customer_201,Shampoo,Personal Care,13,250,3250.0,WH-A,Khulna,Pending,Cancelled,2025-03-20,2025-03-25
290,2025-01-30,Customer_152,Ice Cream,Foods,13,250,3250.0,WH-C,Chattogram,Failed,Delivered,2025-02-04,2025-02-06
291,2025-04-23,Customer_178,Tea,Foods,15,180,2700.0,WH-A,Rajshahi,Failed,Dispatched,2025-04-26,2025-05-03
292,2025-03-06,Customer_109,Shampoo,Personal Care,10,180,1800.0,WH-B,Dhaka,Pending,Dispatched,2025-03-08,2025-03-14
293,2025-05-10,Customer_10,Lotion,Beauty,13,500,6500.0,WH-B,Sylhet,Failed,Delivered,2025-05-14,2025-05-19
294,2025-02-12,Customer_145,Soap,Personal Care,8,250,2000.0,WH-C,Rajshahi,Pending,Dispatched,2025-02-17,2025-02-18
295,2025-03-08,Customer_192,Soap,Personal Care,1,120,120.0,WH-C,Sylhet,Failed,Pending,2025-03-10,2025-03-15
296,2025-04-29,Customer_129,Detergent,Home Care,12,350,4200.0,WH-A,Khulna,Paid,Dispatched,2025-05-04,2025-05-10
297,2025-01-22,Customer_241,Soap,Personal Care,10,350,3500.0,WH-C,Chattogram,Pending,Cancelled,2025-01-23,2025-01-30
298,2025-05-14,Customer_122,Toothpaste,Personal Care,15,180,2700.0,WH-A,Rajshahi,Failed,Dispatched,2025-05-18,2025-05-21
299,2025-01-12,Customer_218,Toothpaste,Personal Care,3,250,750.0,WH-B,Dhaka,Failed,Pending,2025-01-13,2025-01-14
300,2025-02-14,Customer_85,Tea,Foods,8,500,4000.0,WH-C,Rajshahi,Pending,Pending,2025-02-19,2025-02-21
301,2025-02-17,Customer_8,Ice Cream,Foods,13,180,2340.0,WH-C,Sylhet,Paid,Dispatched,2025-02-21,2025-02-25
302,2025-01-02,Customer_72,Lotion,Beauty,14,350,4900.0,WH-C,Dhaka,Failed,Delivered,2025-01-04,2025-01-06
303,2025-04-04,Customer_118,Ice Cream,Foods,18,180,3240.0,WH-A,Khulna,Failed,Dispatched,2025-04-07,2025-04-09
304,2025-04-10,Customer_151,Lotion,Beauty,11,500,5500.0,WH-A,Khulna,Pending,Dispatched,2025-04-15,2025-04-19
305,2025-06-07,Customer_173,Lotion,Beauty,6,250,1500.0,WH-A,Khulna,Paid,Pending,2025-06-12,2025-06-13
306,2025-04-06,Customer_100,Toothpaste,Personal Care,4,180,720.0,WH-B,Sylhet,Paid,Dispatched,2025-04-08,2025-04-13
307,2025-06-12,Customer_236,Detergent,Home Care,6,350,2100.0,WH-C,Chattogram,Failed,Pending,2025-06-17,2025-06-23
308,2025-02-17,Customer_116,Detergent,Home Care,10,180,1800.0,WH-C,Dhaka,Pending,Delivered,2025-02-20,2025-02-27
309,2025-04-09,Customer_168,Detergent,Home Care,5,180,900.0,WH-B,Rajshahi,Failed,Dispatched,2025-04-14,2025-04-19
310,2025-02-12,Customer_8,Detergent,Home Care,15,350,5250.0,WH-A,Khulna,Paid,Cancelled,2025-02-13,2025-02-18
311,2025-02-13,Customer_191,Shampoo,Personal Care,18,250,4500.0,WH-B,Sylhet,Failed,Delivered,2025-02-17,2025-02-22
312,2025-05-20,Customer_211,Lotion,Beauty,4,250,1000.0,WH-A,Rajshahi,Failed,Pending,2025-05-23,2025-05-28
313,2025-03-18,Customer_68,Detergent,Home Care,4,180,720.0,WH-B,Dhaka,Pending,Delivered,2025-03-19,2025-03-23
314,2025-05-31,Customer_182,Ice Cream,Foods,8,180,1440.0,WH-C,Rajshahi,Paid,Pending,2025-06-03,2025-06-10
315,2025-01-16,Customer_137,Ice Cream,Foods,7,180,1260.0,WH-B,Sylhet,Failed,Pending,2025-01-21,2025-01-24
316,2025-05-27,Customer_132,Toothpaste,Personal Care,10,250,2500.0,WH-C,Dhaka,Paid,Dispatched,2025-05-30,2025-06-06
317,2025-06-29,Customer_38,Soap,Personal Care,9,180,1620.0,WH-C,Khulna,Paid,Dispatched,2025-07-01,2025-07-03
318,2025-06-11,Customer_107,Detergent,Home Care,5,500,2500.0,WH-B,Rajshahi,Paid,Delivered,2025-06-14,2025-06-20
319,2025-06-27,Customer_244,Detergent,Home Care,17,250,4250.0,WH-B,Khulna,Failed,Delivered,2025-06-30,2025-07-04
320,2025-06-12,Customer_17,Ice Cream,Foods,3,350,1050.0,WH-C,Rajshahi,Paid,Dispatched,2025-06-15,2025-06-22
321,2025-03-10,Customer_73,Ice Cream,Foods,7,350,2450.0,WH-B,Sylhet,Failed,Pending,2025-03-13,2025-03-20
322,2025-06-24,Customer_26,Lotion,Beauty,16,250,4000.0,WH-C,Rajshahi,Paid,Delivered,2025-06-25,2025-06-26
323,2025-04-27,Customer_52,Ice Cream,Foods,6,350,2100.0,WH-C,Chattogram,Failed,Cancelled,2025-04-28,2025-05-02
324,2025-06-17,Customer_22,Shampoo,Personal Care,9,120,1080.0,WH-B,Chattogram,Paid,Dispatched,2025-06-20,2025-06-23
325,2025-04-20,Customer_25,Tea,Foods,10,180,1800.0,WH-A,Chattogram,Pending,Delivered,2025-04-21,2025-04-27
326,2025-05-13,Customer_3,Shampoo,Personal Care,19,180,3420.0,WH-C,Khulna,Paid,Dispatched,2025-05-17,2025-05-18
327,2025-01-19,Customer_23,Tea,Foods,5,350,1750.0,WH-C,Dhaka,Paid,Cancelled,2025-01-21,2025-01-25
328,2025-04-08,Customer_174,Toothpaste,Personal Care,10,180,1800.0,WH-A,Dhaka,Failed,Delivered,2025-04-10,2025-04-16
329,2025-03-31,Customer_192,Lotion,Beauty,6,350,2100.0,WH-A,Rajshahi,Failed,Dispatched,2025-04-02,2025-04-08
330,2025-01-26,Customer_32,Ice Cream,Foods,7,120,840.0,WH-C,Rajshahi,Pending,Dispatched,2025-01-28,2025-02-04
331,2025-03-12,Customer_142,Toothpaste,Personal Care,5,180,900.0,WH-C,Sylhet,Failed,Cancelled,2025-03-13,2025-03-15
332,2025-02-22,Customer_131,Ice Cream,Foods,1,250,250.0,WH-A,Rajshahi,Pending,Delivered,2025-02-27,2025-03-04
333,2025-04-09,Customer_128,Ice Cream,Foods,8,350,2800.0,WH-C,Sylhet,Paid,Delivered,2025-04-10,2025-04-12
334,2025-04-10,Customer_94,Toothpaste,Personal Care,11,180,1980.0,WH-C,Chattogram,Pending,Delivered,2025-04-15,2025-04-19
335,2025-01-04,Customer_11,Soap,Personal Care,19,120,2280.0,WH-A,Rajshahi,Failed,Cancelled,2025-01-07,2025-01-09
336,2025-04-19,Customer_164,Tea,Foods,17,350,5950.0,WH-C,Sylhet,Failed,Pending,2025-04-23,2025-04-24
337,2025-01-21,Customer_250,Toothpaste,Personal Care,3,250,750.0,WH-A,Sylhet,Pending,Dispatched,2025-01-26,2025-01-28
338,2025-06-28,Customer_245,Lotion,Beauty,3,250,750.0,WH-A,Dhaka,Paid,Delivered,2025-07-02,2025-07-08
339,2025-06-06,Customer_80,Detergent,Home Care,4,350,1400.0,WH-C,Chattogram,Paid,Delivered,2025-06-11,2025-06-12
340,2025-02-11,Customer_134,Tea,Foods,5,120,600.0,WH-C,Khulna,Paid,Cancelled,2025-02-15,2025-02-18
341,2025-01-08,Customer_110,Shampoo,Personal Care,9,120,1080.0,WH-B,Sylhet,Paid,Cancelled,2025-01-11,2025-01-18
342,2025-05-08,Customer_93,Tea,Foods,19,120,2280.0,WH-A,Rajshahi,Failed,Pending,2025-05-12,2025-05-17
343,2025-01-27,Customer_186,Toothpaste,Personal Care,6,250,1500.0,WH-A,Chattogram,Failed,Delivered,2025-02-01,2025-02-07
344,2025-01-12,Customer_99,Soap,Personal Care,1,180,180.0,WH-A,Chattogram,Paid,Dispatched,2025-01-16,2025-01-19
345,2025-04-17,Customer_212,Shampoo,Personal Care,11,180,1980.0,WH-A,Sylhet,Pending,Delivered,2025-04-20,2025-04-23
346,2025-02-27,Customer_245,Lotion,Beauty,2,180,360.0,WH-B,Dhaka,Pending,Cancelled,2025-03-04,2025-03-05
347,2025-01-23,Customer_3,Ice Cream,Foods,10,250,2500.0,WH-B,Chattogram,Pending,Cancelled,2025-01-28,2025-02-01
348,2025-04-29,Customer_249,Tea,Foods,20,180,3600.0,WH-B,Chattogram,Failed,Pending,2025-05-02,2025-05-07
349,2025-01-07,Customer_89,Shampoo,Personal Care,1,350,350.0,WH-C,Dhaka,Pending,Delivered,2025-01-09,2025-01-14
350,2025-01-27,Customer_61,Ice Cream,Foods,13,250,3250.0,WH-B,Rajshahi,Paid,Pending,2025-01-29,2025-02-03
351,2025-01-12,Customer_134,Tea,Foods,9,120,1080.0,WH-B,Khulna,Pending,Delivered,2025-01-14,2025-01-21
352,2025-02-04,Customer_152,Lotion,Beauty,4,500,2000.0,WH-C,Dhaka,Pending,Pending,2025-02-08,2025-02-09
353,2025-03-22,Customer_213,Shampoo,Personal Care,10,250,2500.0,WH-C,Khulna,Pending,Dispatched,2025-03-26,2025-04-01
354,2025-02-21,Customer_198,Toothpaste,Personal Care,8,120,960.0,WH-C,Dhaka,Paid,Delivered,2025-02-23,2025-03-02
355,2025-03-22,Customer_138,Shampoo,Personal Care,15,350,5250.0,WH-B,Chattogram,Pending,Cancelled,2025-03-26,2025-03-27
356,2025-01-24,Customer_176,Detergent,Home Care,9,120,1080.0,WH-B,Sylhet,Paid,Pending,2025-01-26,2025-02-02
357,2025-01-24,Customer_102,Ice Cream,Foods,11,180,1980.0,WH-C,Dhaka,Failed,Cancelled,2025-01-26,2025-01-29
358,2025-04-14,Customer_192,Toothpaste,Personal Care,6,120,720.0,WH-C,Chattogram,Paid,Dispatched,2025-04-18,2025-04-23
359,2025-01-04,Customer_200,Soap,Personal Care,5,120,600.0,WH-A,Chattogram,Paid,Dispatched,2025-01-05,2025-01-12
360,2025-05-31,Customer_20,Toothpaste,Personal Care,3,500,1500.0,WH-A,Dhaka,Paid,Dispatched,2025-06-03,2025-06-10
361,2025-03-26,Customer_242,Ice Cream,Foods,5,120,600.0,WH-B,Dhaka,Paid,Dispatched,2025-03-27,2025-03-28
362,2025-01-08,Customer_110,Ice Cream,Foods,13,350,4550.0,WH-A,Khulna,Paid,Pending,2025-01-12,2025-01-18
363,2025-02-08,Customer_159,Toothpaste,Personal Care,9,350,3150.0,WH-C,Chattogram,Failed,Cancelled,2025-02-09,2025-02-14
364,2025-05-03,Customer_72,Detergent,Home Care,14,500,7000.0,WH-B,Chattogram,Pending,Pending,2025-05-04,2025-05-05
365,2025-06-11,Customer_5,Tea,Foods,17,180,3060.0,WH-B,Khulna,Pending,Dispatched,2025-06-16,2025-06-23
366,2025-03-24,Customer_47,Toothpaste,Personal Care,19,500,9500.0,WH-A,Khulna,Failed,Pending,2025-03-28,2025-03-31
367,2025-05-01,Customer_197,Soap,Personal Care,9,120,1080.0,WH-C,Chattogram,Paid,Delivered,2025-05-06,2025-05-09
368,2025-05-17,Customer_243,Shampoo,Personal Care,8,250,2000.0,WH-A,Sylhet,Pending,Cancelled,2025-05-18,2025-05-25
369,2025-03-02,Customer_207,Ice Cream,Foods,6,180,1080.0,WH-C,Khulna,Failed,Delivered,2025-03-07,2025-03-10
370,2025-05-25,Customer_243,Tea,Foods,12,500,6000.0,WH-A,Rajshahi,Failed,Cancelled,2025-05-27,2025-06-01
371,2025-01-24,Customer_155,Shampoo,Personal Care,16,120,1920.0,WH-A,Dhaka,Failed,Dispatched,2025-01-25,2025-01-27
372,2025-02-21,Customer_184,Soap,Personal Care,11,500,5500.0,WH-A,Khulna,Paid,Delivered,2025-02-23,2025-02-26
373,2025-01-29,Customer_94,Shampoo,Personal Care,19,180,3420.0,WH-A,Khulna,Failed,Dispatched,2025-02-03,2025-02-10
374,2025-03-19,Customer_250,Lotion,Beauty,4,250,1000.0,WH-A,Rajshahi,Failed,Dispatched,2025-03-22,2025-03-24
375,2025-05-24,Customer_92,Tea,Foods,11,180,1980.0,WH-A,Sylhet,Paid,Dispatched,2025-05-29,2025-06-05
376,2025-02-15,Customer_243,Toothpaste,Personal Care,10,180,1800.0,WH-C,Rajshahi,Failed,Delivered,2025-02-16,2025-02-22
377,2025-06-06,Customer_145,Shampoo,Personal Care,20,250,5000.0,WH-A,Rajshahi,Paid,Cancelled,2025-06-08,2025-06-14
378,2025-03-30,Customer_163,Tea,Foods,3,180,540.0,WH-A,Khulna,Pending,Delivered,2025-04-02,2025-04-04
379,2025-06-27,Customer_66,Toothpaste,Personal Care,7,180,1260.0,WH-A,Dhaka,Paid,Dispatched,2025-06-28,2025-07-01
380,2025-04-16,Customer_90,Detergent,Home Care,14,180,2520.0,WH-C,Rajshahi,Paid,Dispatched,2025-04-20,2025-04-24
381,2025-02-11,Customer_205,Ice Cream,Foods,19,180,3420.0,WH-A,Khulna,Paid,Cancelled,2025-02-15,2025-02-16
382,2025-03-29,Customer_42,Toothpaste,Personal Care,4,120,480.0,WH-C,Dhaka,Failed,Delivered,2025-03-31,2025-04-04
383,2025-05-04,Customer_242,Toothpaste,Personal Care,20,500,10000.0,WH-C,Chattogram,Failed,Dispatched,2025-05-05,2025-05-09
384,2025-03-26,Customer_105,Shampoo,Personal Care,2,120,240.0,WH-C,Sylhet,Failed,Cancelled,2025-03-28,2025-03-30
385,2025-03-02,Customer_101,Tea,Foods,10,250,2500.0,WH-C,Sylhet,Pending,Pending,2025-03-03,2025-03-04
386,2025-04-20,Customer_211,Soap,Personal Care,12,120,1440.0,WH-C,Sylhet,Pending,Pending,2025-04-21,2025-04-24
387,2025-02-13,Customer_122,Soap,Personal Care,1,180,180.0,WH-A,Khulna,Pending,Dispatched,2025-02-16,2025-02-17
388,2025-06-14,Customer_48,Detergent,Home Care,9,120,1080.0,WH-B,Rajshahi,Pending,Pending,2025-06-19,2025-06-23
389,2025-04-23,Customer_58,Detergent,Home Care,2,250,500.0,WH-B,Sylhet,Paid,Pending,2025-04-27,2025-04-30
390,2025-06-21,Customer_139,Ice Cream,Foods,4,120,480.0,WH-B,Sylhet,Paid,Delivered,2025-06-24,2025-07-01
391,2025-04-18,Customer_222,Ice Cream,Foods,13,500,6500.0,,Sylhet,Paid,Dispatched,2025-04-23,2025-04-29
392,2025-01-09,Customer_231,Toothpaste,Personal Care,3,350,1050.0,WH-C,Sylhet,Failed,Pending,2025-01-14,2025-01-19
393,2025-02-12,Customer_50,Soap,Personal Care,15,180,2700.0,WH-A,Dhaka,Pending,Delivered,2025-02-14,2025-02-21
394,2025-06-10,Customer_153,Tea,Foods,14,180,2520.0,WH-B,Khulna,Failed,Delivered,2025-06-12,2025-06-19
395,2025-04-12,Customer_220,Soap,Personal Care,13,500,6500.0,WH-B,Sylhet,Pending,Delivered,2025-04-17,2025-04-20
396,2025-05-14,Customer_107,Ice Cream,Foods,20,500,10000.0,WH-A,Chattogram,Failed,Delivered,2025-05-18,2025-05-19
397,2025-03-15,Customer_225,Soap,Personal Care,19,120,2280.0,WH-B,Khulna,Pending,Dispatched,2025-03-20,2025-03-23
398,2025-01-10,Customer_104,Lotion,Beauty,20,350,7000.0,WH-A,Sylhet,Failed,Dispatched,2025-01-12,2025-01-15
399,2025-06-26,Customer_191,Soap,Personal Care,13,250,3250.0,WH-B,Khulna,Pending,Delivered,2025-06-28,2025-06-29
400,2025-03-13,Customer_179,Toothpaste,Personal Care,10,250,2500.0,WH-C,Dhaka,Paid,Pending,2025-03-17,2025-03-24
401,2025-03-10,Customer_166,Toothpaste,Personal Care,15,250,3750.0,WH-A,Chattogram,Pending,Pending,2025-03-14,2025-03-19
402,2025-05-13,Customer_15,Ice Cream,Foods,14,350,4900.0,WH-C,Chattogram,Paid,Cancelled,2025-05-16,2025-05-23
403,2025-02-04,Customer_8,Tea,Foods,17,350,5950.0,WH-A,Chattogram,Paid,Delivered,2025-02-09,2025-02-14
404,2025-01-13,Customer_51,Shampoo,Personal Care,2,350,700.0,WH-B,Khulna,Pending,Dispatched,2025-01-16,2025-01-22
405,2025-03-03,Customer_153,Tea,Foods,4,120,480.0,WH-B,Chattogram,Pending,Cancelled,2025-03-06,2025-03-10
